date,time,T1_degC,T2_degC,T3_degC,T4_degC
2025-02-22,15:11:40,55.8,48.9,32.2,34.1
2025-02-22,15:16:40,53.7,49.8,34.5,35.1
2025-02-22,15:21:40,49.8,51.2,35.9,36.7
2025-02-22,15:26:40,57.7,51.8,38.4,36.8
2025-02-22,15:31:40,54.3,52.9,39.2,37.7
2025-02-22,15:36:40,50.6,54.0,39.8,38.3
2025-02-22,15:41:40,48.2,54.9,40.1,39.1
2025-02-22,15:46:40,46.4,55.9,40.6,38.9
2025-02-22,15:51:40,44.5,56.7,40.9,39.0
2025-02-22,15:56:40,42.8,57.4,41.3,40.3
2025-02-22,16:01:40,41.0,58.2,41.6,40.6
2025-02-22,16:06:40,38.9,58.9,41.7,40.7
2025-02-22,16:11:40,37.4,59.7,42.1,39.7
2025-02-22,16:16:40,36.1,60.4,42.1,39.3
2025-02-22,16:21:40,35.6,61.2,41.9,39.2
2025-02-22,16:26:40,35.8,61.8,41.9,38.9
2025-02-22,16:31:40,36.1,62.6,41.3,38.0
2025-02-22,16:36:40,36.7,63.1,40.4,37.7
2025-02-22,16:41:40,37.2,63.6,39.3,37.2
2025-02-22,16:46:40,37.4,63.8,38.3,36.2
2025-02-22,16:51:40,37.2,64.1,37.4,35.1
2025-02-22,16:56:40,36.4,64.2,36.6,33.7
2025-02-22,17:01:40,36.1,64.3,35.9,32.7
2025-02-22,17:06:40,35.1,64.4,35.3,31.8
2025-02-22,17:11:40,34.9,64.6,34.8,31.3
2025-02-22,17:16:40,34.2,64.7,34.3,30.7
2025-02-22,17:21:40,33.2,64.7,34.1,30.6
2025-02-22,17:26:40,32.1,64.8,33.9,30.0
2025-02-22,17:31:40,31.2,64.8,33.7,29.4
2025-02-22,17:36:40,31.3,64.8,33.5,29.2
2025-02-22,17:41:40,30.7,64.9,33.4,29.1
2025-02-22,17:46:40,30.4,64.9,33.0,28.6
2025-02-22,17:51:40,30.3,64.9,32.7,28.1
2025-02-22,17:56:40,29.6,64.9,32.2,27.6
2025-02-22,18:01:40,29.1,64.9,31.7,27.1
2025-02-22,18:06:40,28.7,64.9,31.3,26.7
2025-02-22,18:11:40,28.5,64.8,30.7,26.4
2025-02-22,18:16:40,28.4,64.8,30.3,26.1
2025-02-22,18:21:40,28.3,64.7,29.8,25.7
2025-02-22,18:26:40,28.0,64.7,29.2,25.4
2025-02-22,18:31:40,27.9,64.7,28.8,25.1
2025-02-22,18:36:40,27.6,64.6,28.3,24.8
2025-02-22,18:41:40,27.6,64.6,27.9,24.6
2025-02-22,18:46:40,27.4,64.4,27.4,24.2
2025-02-22,18:51:40,27.2,64.3,27.0,24.1
2025-02-22,18:56:40,27.0,64.3,26.5,23.7
2025-02-22,19:01:40,26.9,64.2,26.1,23.4
2025-02-22,19:06:40,26.8,64.2,25.8,23.2
2025-02-22,19:11:40,26.6,64.1,25.3,23.1
2025-02-22,19:16:40,26.5,64.0,25.0,22.8
2025-02-22,19:21:40,26.4,63.9,24.6,22.4
2025-02-22,19:26:40,26.3,63.9,24.4,22.3
2025-02-22,19:31:40,26.1,63.7,24.1,22.2
2025-02-22,19:36:40,26.0,63.6,23.8,22.1
2025-02-22,19:41:40,25.9,63.5,23.6,21.9
2025-02-22,19:46:40,25.7,63.5,23.3,21.7
2025-02-22,19:51:40,25.4,63.4,23.1,21.7
2025-02-22,19:56:40,25.3,63.3,22.8,21.5
2025-02-22,20:01:40,25.2,63.3,22.6,21.5
2025-02-22,20:06:40,25.1,63.2,22.5,21.4
2025-02-22,20:11:40,24.9,63.1,22.4,21.3
2025-02-22,20:16:40,24.8,62.9,22.2,21.2
2025-02-22,20:21:40,24.7,62.9,22.1,21.1
2025-02-22,20:26:40,24.7,62.8,21.8,21.1
2025-02-22,20:31:40,24.5,62.7,21.7,20.9
2025-02-22,20:36:40,24.4,62.6,21.6,20.9
2025-02-22,20:41:40,24.2,62.6,21.4,20.8
2025-02-22,20:46:40,24.1,62.4,21.3,20.7
2025-02-22,20:51:40,24.0,62.3,21.3,20.7
2025-02-22,20:56:40,23.9,62.2,21.2,20.4
2025-02-22,21:01:40,23.8,62.1,21.1,20.4
2025-02-22,21:06:40,23.8,62.0,20.9,20.4
2025-02-22,21:11:40,23.6,62.0,20.8,20.2
2025-02-22,21:16:40,23.6,61.8,20.8,20.1
2025-02-22,21:21:40,23.4,61.7,20.7,20.1
2025-02-22,21:26:40,23.3,61.7,20.6,19.9
2025-02-22,21:31:40,23.2,61.6,20.5,19.9
2025-02-22,21:36:40,23.2,61.5,20.4,19.8
2025-02-22,21:41:40,23.1,61.4,20.2,19.7
2025-02-22,21:46:40,23.1,61.3,20.2,19.7
2025-02-22,21:51:40,22.9,61.3,20.1,19.6
2025-02-22,21:56:40,22.9,61.2,20.0,19.6
2025-02-22,22:01:40,22.9,61.1,20.0,19.6
2025-02-22,22:06:40,22.9,60.9,19.9,19.3
2025-02-22,22:11:40,22.9,60.9,19.8,19.2
2025-02-22,22:16:40,22.9,60.8,19.8,19.3
2025-02-22,22:21:40,22.9,60.7,19.7,19.3
2025-02-22,22:26:40,22.9,60.6,19.7,19.3
2025-02-22,22:31:40,22.9,60.4,19.5,19.1
2025-02-22,22:36:40,22.9,60.4,19.4,19.1
2025-02-22,22:41:40,22.9,60.3,19.4,18.9
2025-02-22,22:46:40,22.9,60.2,19.3,18.9
2025-02-22,22:51:40,22.8,60.1,19.3,18.9
2025-02-22,22:56:40,22.8,60.1,19.2,18.7
2025-02-22,23:01:40,22.8,60.0,19.1,18.7
2025-02-22,23:06:40,22.8,59.9,18.9,18.7
2025-02-22,23:11:40,23.1,59.7,18.9,18.4
2025-02-22,23:16:40,23.1,59.6,18.8,18.3
2025-02-22,23:21:40,22.8,59.6,18.7,18.3
2025-02-22,23:26:40,22.8,59.5,18.7,18.1
2025-02-22,23:31:40,22.8,59.4,18.6,17.8
2025-02-22,23:36:40,22.8,59.3,18.4,17.6
2025-02-22,23:41:40,22.6,59.3,18.3,17.6
2025-02-22,23:46:40,22.7,59.2,18.2,17.6
2025-02-22,23:51:40,22.8,59.1,18.1,17.6
2025-02-22,23:56:40,22.8,58.9,18.0,17.3
2025-02-23,00:01:40,22.7,58.9,17.9,17.1
2025-02-23,00:06:40,22.7,58.8,17.8,16.9
2025-02-23,00:11:40,22.7,58.7,17.7,16.8
2025-02-23,00:16:40,22.7,58.6,17.6,16.9
2025-02-23,00:21:40,22.3,58.6,17.4,16.7
2025-02-23,00:26:40,22.3,58.4,17.3,16.6
2025-02-23,00:31:40,22.2,58.3,17.2,16.4
2025-02-23,00:36:40,22.1,58.2,17.1,16.3
2025-02-23,00:41:40,22.1,58.2,16.9,16.4
2025-02-23,00:46:40,22.0,58.1,16.8,16.3
2025-02-23,00:51:40,22.1,58.0,16.7,16.1
2025-02-23,00:56:40,22.0,58.0,16.7,16.3
2025-02-23,01:01:40,22.0,57.9,16.6,16.2
2025-02-23,01:06:40,22.0,57.8,16.5,16.2
2025-02-23,01:11:40,22.1,57.6,16.3,16.1
2025-02-23,01:16:40,22.1,57.6,16.3,16.1
2025-02-23,01:21:40,22.2,57.5,16.2,16.1
2025-02-23,01:26:40,22.2,57.4,16.1,16.1
2025-02-23,01:31:40,22.2,57.4,16.1,16.0
2025-02-23,01:36:40,22.1,57.3,16.1,15.8
2025-02-23,01:41:40,22.1,57.3,16.0,15.9
2025-02-23,01:46:40,22.0,57.2,15.9,15.6
2025-02-23,01:51:40,21.9,57.1,15.7,15.4
2025-02-23,01:56:40,21.7,56.9,15.7,15.2
2025-02-23,02:01:40,21.7,56.9,15.6,15.3
2025-02-23,02:06:40,21.7,56.8,15.5,15.4
2025-02-23,02:11:40,21.7,56.7,15.5,15.3
2025-02-23,02:16:40,21.6,56.7,15.4,15.2
2025-02-23,02:21:40,21.5,56.6,15.4,15.1
2025-02-23,02:26:40,21.5,56.4,15.3,15.0
2025-02-23,02:31:40,21.4,56.4,15.3,15.1
2025-02-23,02:36:40,21.4,56.3,15.2,15.2
2025-02-23,02:41:40,21.4,56.2,15.2,15.1
2025-02-23,02:46:40,21.4,56.2,15.2,15.1
2025-02-23,02:51:40,21.4,56.1,15.1,15.1
2025-02-23,02:56:40,21.4,55.9,15.1,15.1
2025-02-23,03:01:40,21.4,55.9,15.1,15.1
2025-02-23,03:06:40,21.4,55.8,15.1,14.9
2025-02-23,03:11:40,21.3,55.8,14.9,14.7
2025-02-23,03:16:40,21.2,55.7,14.8,14.6
2025-02-23,03:21:40,21.2,55.6,14.8,14.4
2025-02-23,03:26:40,21.2,55.5,14.7,14.4
2025-02-23,03:31:40,21.0,55.5,14.7,14.4
2025-02-23,03:36:40,21.0,55.4,14.6,14.3
2025-02-23,03:41:40,21.0,55.4,14.4,14.2
2025-02-23,03:46:40,20.9,55.3,14.3,13.9
2025-02-23,03:51:40,20.9,55.2,14.3,14.2
2025-02-23,03:56:40,20.9,55.1,14.2,14.3
2025-02-23,04:01:40,20.7,55.1,14.2,14.3
2025-02-23,04:06:40,20.6,54.9,14.1,14.2
2025-02-23,04:11:40,20.7,54.8,14.1,15.0
2025-02-23,04:16:40,20.9,54.7,14.1,15.0
2025-02-23,04:21:40,20.9,54.7,14.1,15.0
2025-02-23,04:26:40,20.9,54.6,14.1,15.0
2025-02-23,04:31:40,20.8,54.6,14.1,15.1
2025-02-23,04:36:40,20.8,54.4,14.2,15.3
2025-02-23,04:41:40,20.8,54.4,14.2,15.3
2025-02-23,04:46:40,20.9,54.3,14.3,15.0
2025-02-23,04:51:40,20.9,54.3,14.3,15.0
2025-02-23,04:56:40,20.9,54.2,14.3,15.0
2025-02-23,05:01:40,20.9,54.1,14.3,14.8
2025-02-23,05:06:40,20.8,54.1,14.3,15.0
2025-02-23,05:11:40,20.8,53.9,14.3,14.8
2025-02-23,05:16:40,20.8,53.8,14.3,15.0
2025-02-23,05:21:40,20.7,53.8,14.3,15.0
2025-02-23,05:26:40,20.7,53.7,14.3,14.9
2025-02-23,05:31:40,20.7,53.7,14.3,14.8
2025-02-23,05:36:40,20.7,53.6,14.3,15.1
2025-02-23,05:41:40,20.7,53.5,14.4,15.0
2025-02-23,05:46:40,20.7,53.5,14.4,14.9
2025-02-23,05:51:40,20.7,53.4,14.4,15.1
2025-02-23,05:56:40,20.8,53.3,14.4,15.3
2025-02-23,06:01:40,20.8,53.3,14.6,15.1
2025-02-23,06:06:40,20.8,53.2,14.6,14.9
2025-02-23,06:11:40,20.8,53.2,14.6,14.7
2025-02-23,06:16:40,20.6,53.1,14.6,14.7
2025-02-23,06:21:40,20.4,53.1,14.4,14.6
2025-02-23,06:26:40,20.2,52.9,14.4,14.4
2025-02-23,06:31:40,19.9,52.8,14.3,14.3
2025-02-23,06:36:40,19.9,52.8,14.3,14.3
2025-02-23,06:41:40,19.8,52.7,14.3,14.4
2025-02-23,06:46:40,19.7,52.7,14.2,14.3
2025-02-23,06:51:40,19.7,52.6,14.2,13.9
2025-02-23,06:56:40,19.6,52.4,14.1,14.0
2025-02-23,07:01:40,19.6,52.4,14.1,13.9
2025-02-23,07:06:40,19.9,52.3,14.0,13.7
2025-02-23,07:11:40,19.9,52.2,14.0,13.6
2025-02-23,07:16:40,20.2,52.2,14.0,13.8
2025-02-23,07:21:40,20.2,52.1,13.8,13.6
2025-02-23,07:26:40,20.4,52.1,13.8,14.1
2025-02-23,07:31:40,21.7,51.9,14.1,14.1
2025-02-23,07:36:40,22.8,51.8,14.5,14.4
2025-02-23,07:41:40,23.6,51.8,14.9,14.9
2025-02-23,07:46:40,24.5,51.8,15.6,15.9
2025-02-23,07:51:40,25.7,51.8,16.2,16.4
2025-02-23,07:56:40,26.8,51.8,16.7,17.2
2025-02-23,08:01:40,27.8,51.9,17.4,18.8
2025-02-23,08:06:40,28.4,51.9,18.0,19.5
2025-02-23,08:11:40,29.4,52.1,18.7,20.5
2025-02-23,08:16:40,30.1,52.2,19.3,21.2
2025-02-23,08:21:40,30.7,52.3,20.1,22.2
2025-02-23,08:26:40,31.7,52.4,20.8,22.9
2025-02-23,08:31:40,32.3,52.6,21.3,23.7
2025-02-23,08:36:40,32.7,52.7,22.0,24.5
2025-02-23,08:41:40,33.1,52.9,22.6,25.7
2025-02-23,08:46:40,33.7,53.0,23.2,26.5
2025-02-23,08:51:40,34.1,53.1,24.1,27.3
2025-02-23,08:56:40,34.2,53.4,24.9,27.7
2025-02-23,09:01:40,34.7,53.5,25.8,29.3
2025-02-23,09:06:40,35.1,53.7,27.0,29.6
2025-02-23,09:11:40,35.7,53.9,28.4,31.0
2025-02-23,09:16:40,36.3,53.9,29.7,30.3
2025-02-23,09:21:40,36.9,54.3,31.4,31.3
2025-02-23,09:26:40,37.5,54.6,32.3,31.3
2025-02-23,09:31:40,37.6,54.9,33.2,33.5
2025-02-23,09:36:40,38.5,55.3,33.8,33.2
2025-02-23,09:41:40,38.8,55.6,34.5,33.5
2025-02-23,09:46:40,39.3,55.8,35.2,34.6
2025-02-23,09:51:40,39.6,55.9,35.8,35.8
2025-02-23,09:56:40,40.4,56.1,36.4,36.5
2025-02-23,10:01:40,40.3,56.2,37.1,36.7
2025-02-23,10:06:40,39.9,56.4,37.6,36.1
2025-02-23,10:11:40,39.7,56.6,38.1,36.2
2025-02-23,10:16:40,40.3,56.8,38.4,36.9
2025-02-23,10:21:40,41.2,57.1,38.7,39.3
2025-02-23,10:26:40,41.4,57.2,39.3,37.8
2025-02-23,10:31:40,41.8,57.4,40.2,39.9
2025-02-23,10:36:40,41.9,57.8,40.7,39.8
2025-02-23,10:41:40,42.2,58.0,41.3,41.9
2025-02-23,10:46:40,42.4,58.2,42.2,40.3
2025-02-23,10:51:40,42.4,58.4,42.7,41.0
2025-02-23,10:56:40,43.6,58.7,42.9,42.9
2025-02-23,11:01:40,44.2,59.2,43.2,43.7
2025-02-23,11:06:40,45.3,59.7,43.3,43.1
2025-02-23,11:11:40,44.7,60.3,43.4,41.2
2025-02-23,11:16:40,46.7,60.9,43.3,44.0
2025-02-23,11:21:40,48.2,61.4,43.4,45.0
2025-02-23,11:26:40,48.1,61.9,43.7,42.2
2025-02-23,11:31:40,47.3,62.5,44.1,42.6
2025-02-23,11:36:40,48.4,62.9,44.3,42.5
2025-02-23,11:41:40,48.4,63.4,44.6,42.8
2025-02-23,11:46:40,47.2,63.9,44.7,42.3
2025-02-23,11:51:40,47.9,64.4,45.1,42.7
2025-02-23,11:56:40,47.3,64.9,45.1,42.7
2025-02-23,12:01:40,45.3,65.2,44.7,42.4
2025-02-23,12:06:40,44.7,65.7,45.2,40.6
2025-02-23,12:11:40,45.3,66.2,45.4,42.9
2025-02-23,12:16:40,45.9,66.6,45.7,43.4
2025-02-23,12:21:40,44.9,67.0,45.8,43.3
2025-02-23,12:26:40,45.3,67.4,46.5,43.6
2025-02-23,12:31:40,44.9,68.1,46.6,43.1
2025-02-23,12:36:40,44.9,68.4,46.8,43.4
2025-02-23,12:41:40,44.6,68.9,47.2,43.2
2025-02-23,12:46:40,44.7,69.3,47.4,44.2
2025-02-23,12:51:40,72.1,67.0,49.0,43.9
2025-02-23,12:56:40,67.9,66.6,49.3,44.0
2025-02-23,13:01:40,65.2,67.3,48.6,45.3
2025-02-23,13:06:40,61.8,68.4,48.5,44.4
2025-02-23,13:11:40,59.1,69.5,48.3,44.1
2025-02-23,13:16:40,56.5,70.7,48.6,45.3
2025-02-23,13:21:40,55.3,71.9,48.8,45.2
2025-02-23,13:26:40,53.9,72.8,48.8,45.9
2025-02-23,13:31:40,52.3,73.8,49.2,44.7
2025-02-23,13:36:40,53.2,74.8,49.3,43.9
2025-02-23,13:41:40,51.4,74.9,49.5,45.0
2025-02-23,13:46:40,49.9,75.7,49.2,44.8
2025-02-23,13:51:40,48.6,76.2,49.4,43.6
2025-02-23,13:56:40,47.2,76.6,49.1,44.0
2025-02-23,14:01:40,47.6,76.6,49.0,43.9
2025-02-23,14:06:40,47.7,76.9,48.9,44.7
2025-02-23,14:11:40,52.4,74.9,50.8,46.1
2025-02-23,14:16:40,78.4,73.1,49.0,43.4
2025-02-23,14:21:40,68.6,76.4,50.1,43.3
2025-02-23,14:26:40,58.2,77.4,47.8,39.5
2025-02-23,14:31:40,51.7,80.1,49.7,36.8
2025-02-23,14:36:40,54.8,80.4,50.4,36.8
2025-02-23,14:41:40,81.3,82.7,49.6,36.9
2025-02-23,14:46:40,75.9,77.8,31.3,35.4
2025-02-23,14:51:40,73.2,69.8,31.6,34.9
2025-02-23,14:56:40,68.1,71.6,46.3,36.2
2025-02-23,15:01:40,64.7,75.2,47.9,41.5
2025-02-23,15:06:40,61.5,78.8,48.4,42.4
2025-02-23,15:11:40,36.3,74.8,30.6,38.2
2025-02-23,15:16:40,84.1,65.9,34.7,35.2
2025-02-23,15:21:40,75.7,63.4,36.4,36.3
2025-02-23,15:26:40,73.2,63.9,37.7,37.2
2025-02-23,15:31:40,76.9,63.7,38.6,37.1
2025-02-23,15:36:40,79.1,63.6,39.3,38.9
2025-02-23,15:41:40,78.8,64.2,39.9,38.4
2025-02-23,15:46:40,77.9,64.7,40.6,38.4
2025-02-23,15:51:40,77.4,65.2,40.3,37.0
2025-02-23,15:56:40,78.1,65.6,40.1,37.4
2025-02-23,16:01:40,77.4,65.8,40.4,39.2
2025-02-23,16:06:40,78.2,66.2,49.9,40.6
2025-02-23,16:11:40,78.3,66.7,63.4,41.7
